sale_id,sale_date,location,product_id,quantity,unit_price,discount,net_amount
S002687,2025-10-17,Oakland Park,P0258,1,20.03,0.0,20.03
S000293,2025-07-12,Dania Beach,P0099,1,32.17,5.0,27.17
S002516,2025-10-10,Oakland Park,P0141,1,18.03,0.0,18.03
S008093,2026-04-25,Dania Beach,P0086,1,19.54,0.0,19.54
S003734,2025-11-29,Oakland Park,P0010,1,26.25,0.0,26.25
S000792,2025-08-02,Dania Beach,P0060,1,16.29,0.0,16.29
S006319,2026-02-27,Dania Beach,P0233,1,22.74,0.0,22.74
S008886,2026-05-23,Dania Beach,P0076,1,28.11,0.0,28.11
S002706,2025-10-18,Dania Beach,P0016,2,9.61,0.0,19.22
S005156,2025-12-30,Dania Beach,P0081,1,12.2,0.0,12.2
S006771,2026-03-18,Dania Beach,P0175,1,10.78,0.0,10.78
S004364,2025-12-14,Dania Beach,P0057,1,31.85,0.0,31.85
S005094,2025-12-29,Oakland Park,P0263,1,24.16,5.0,19.16
S005491,2026-01-15,Dania Beach,P0120,1,23.21,0.0,23.21
S007533,2026-04-11,Lake Worth,P0122,2,15.39,0.0,30.78
S008146,2026-04-26,Lake Worth,P0028,1,22.61,0.0,22.61
S002001,2025-09-20,Oakland Park,P0120,1,23.21,0.0,23.21
S006566,2026-03-08,Dania Beach,P0152,1,10.83,0.0,10.83
S000483,2025-07-20,Oakland Park,P0122,1,15.39,0.0,15.39
S000545,2025-07-23,Oakland Park,P0227,1,22.7,0.0,22.7
S004760,2025-12-23,Dania Beach,P0078,1,34.08,0.0,34.08
S008628,2026-05-14,Dania Beach,P0120,1,23.21,0.0,23.21
S004026,2025-12-06,Oakland Park,P0209,1,38.73,0.0,38.73
S006942,2026-03-25,Dania Beach,P0148,1,17.71,0.0,17.71
S002343,2025-10-03,Oakland Park,P0157,1,8.43,0.0,8.43
S000183,2025-07-07,Lake Worth,P0109,2,19.26,2.0,34.52
S001382,2025-08-26,Dania Beach,P0071,1,14.0,0.0,14.0
S006840,2026-03-20,Dania Beach,P0028,1,22.61,0.0,22.61
S000303,2025-07-12,Oakland Park,P0104,1,23.8,0.0,23.8
S009256,2026-06-07,Oakland Park,P0300,1,15.39,0.0,15.39
S008396,2026-05-05,Oakland Park,P0069,2,21.4,0.0,42.8
S004137,2025-12-09,Lake Worth,P0069,1,21.4,0.0,21.4
S003137,2025-11-03,Oakland Park,P0231,1,16.4,0.0,16.4
S008737,2026-05-18,Dania Beach,P0098,1,12.85,5.0,7.85
S004415,2025-12-15,Lake Worth,P0068,1,18.85,0.0,18.85
S001125,2025-08-16,Lake Worth,P0258,2,20.03,0.0,40.06
S000573,2025-07-25,Dania Beach,P0143,1,33.65,0.0,33.65
S003496,2025-11-18,Lake Worth,P0258,2,20.03,0.0,40.06
S001600,2025-09-03,Dania Beach,P0232,1,35.97,0.0,35.97
S008179,2026-04-27,Dania Beach,P0061,1,13.54,0.0,13.54
S006912,2026-03-23,Dania Beach,P0224,1,28.47,0.0,28.47
S000809,2025-08-02,Dania Beach,P0258,2,20.03,0.0,40.06
S002927,2025-10-26,Oakland Park,P0288,1,39.45,2.0,37.45
S005197,2025-12-31,Dania Beach,P0132,1,38.62,0.0,38.62
S001560,2025-09-02,Oakland Park,P0091,1,10.86,0.0,10.86
S007747,2026-04-16,Dania Beach,P0258,1,20.03,0.0,20.03
S000769,2025-08-01,Dania Beach,P0232,1,35.97,2.0,33.97
S008976,2026-05-28,Oakland Park,P0121,1,26.48,0.0,26.48
S002626,2025-10-14,Dania Beach,P0258,1,20.03,0.0,20.03
S001323,2025-08-24,Lake Worth,P0258,1,20.03,0.0,20.03
S000926,2025-08-08,Oakland Park,P0234,3,39.24,0.0,117.72
S002746,2025-10-19,Dania Beach,P0108,1,11.87,0.0,11.87
S003768,2025-11-30,Oakland Park,P0074,1,23.62,0.0,23.62
S001943,2025-09-18,Oakland Park,P0240,1,29.77,0.0,29.77
S006046,2026-02-12,Lake Worth,P0229,1,15.22,0.0,15.22
S000982,2025-08-10,Dania Beach,P0028,1,22.61,0.0,22.61
S006585,2026-03-09,Dania Beach,P0206,1,25.28,2.0,23.28
S007324,2026-04-06,Oakland Park,P0122,1,15.39,0.0,15.39
S003182,2025-11-05,Oakland Park,P0145,2,18.52,0.0,37.04
S005298,2026-01-04,Lake Worth,P0023,1,36.9,0.0,36.9
S001053,2025-08-13,Lake Worth,P0298,1,10.79,5.0,5.79
S003845,2025-12-02,Dania Beach,P0069,2,21.4,0.0,42.8
S007347,2026-04-06,Dania Beach,P0138,1,18.5,0.0,18.5
S003003,2025-10-29,Lake Worth,P0079,1,38.19,0.0,38.19
S009371,2026-06-13,Dania Beach,P0276,1,10.98,0.0,10.98
S001410,2025-08-27,Oakland Park,P0042,1,16.07,0.0,16.07
S002764,2025-10-19,Dania Beach,P0259,2,34.69,0.0,69.38
S000364,2025-07-15,Dania Beach,P0047,1,11.39,5.0,6.39
S000422,2025-07-18,Lake Worth,P0251,1,16.69,0.0,16.69
S005908,2026-02-05,Dania Beach,P0104,1,23.8,0.0,23.8
S002009,2025-09-21,Lake Worth,P0104,1,23.8,0.0,23.8
S005099,2025-12-29,Dania Beach,P0258,1,20.03,2.0,18.03
S008620,2026-05-13,Oakland Park,P0141,1,18.03,0.0,18.03
S002552,2025-10-11,Oakland Park,P0033,1,13.41,0.0,13.41
S007461,2026-04-10,Dania Beach,P0099,1,32.17,2.0,30.17
S000154,2025-07-06,Oakland Park,P0121,1,26.48,0.0,26.48
S002856,2025-10-24,Dania Beach,P0258,1,20.03,0.0,20.03
S008913,2026-05-24,Dania Beach,P0028,1,22.61,0.0,22.61
S008056,2026-04-25,Dania Beach,P0253,1,12.31,0.0,12.31
S006717,2026-03-15,Oakland Park,P0095,2,15.25,0.0,30.5
S000845,2025-08-04,Oakland Park,P0229,1,15.22,0.0,15.22
S007914,2026-04-21,Oakland Park,P0222,1,25.03,0.0,25.03
S001509,2025-08-31,Dania Beach,P0286,1,17.06,0.0,17.06
S002138,2025-09-26,Lake Worth,P0023,1,36.9,2.0,34.9
S009598,2026-06-21,Oakland Park,P0120,1,23.21,0.0,23.21
S009231,2026-06-06,Dania Beach,P0240,1,29.77,0.0,29.77
S007418,2026-04-08,Oakland Park,P0178,1,35.29,0.0,35.29
S002062,2025-09-22,Lake Worth,P0140,1,17.16,0.0,17.16
S006783,2026-03-18,Oakland Park,P0249,1,24.88,0.0,24.88
S003380,2025-11-13,Oakland Park,P0091,2,10.86,0.0,21.72
S000618,2025-07-26,Oakland Park,P0127,1,26.3,0.0,26.3
S004591,2025-12-19,Dania Beach,P0247,1,11.6,5.0,6.6
S007413,2026-04-08,Oakland Park,P0250,2,26.07,0.0,52.14
S005610,2026-01-21,Oakland Park,P0177,3,14.51,5.0,28.53
S003672,2025-11-26,Dania Beach,P0065,1,22.31,0.0,22.31
S003470,2025-11-17,Lake Worth,P0169,1,28.05,0.0,28.05
S003446,2025-11-16,Lake Worth,P0120,1,23.21,0.0,23.21
S009167,2026-06-04,Dania Beach,P0205,1,34.1,0.0,34.1
S005552,2026-01-18,Dania Beach,P0258,1,20.03,0.0,20.03
S009458,2026-06-15,Oakland Park,P0166,1,26.78,0.0,26.78
S005108,2025-12-29,Lake Worth,P0250,1,26.07,0.0,26.07
S001056,2025-08-13,Oakland Park,P0279,1,5.18,0.0,5.18
S001346,2025-08-25,Oakland Park,P0258,1,20.03,0.0,20.03
S000678,2025-07-28,Lake Worth,P0258,1,20.03,0.0,20.03
S001316,2025-08-24,Dania Beach,P0157,1,8.43,0.0,8.43
S007714,2026-04-15,Oakland Park,P0047,1,11.39,0.0,11.39
S009057,2026-05-31,Lake Worth,P0258,1,20.03,0.0,20.03
S005326,2026-01-06,Oakland Park,P0279,1,5.18,0.0,5.18
S002819,2025-10-22,Oakland Park,P0094,1,15.94,0.0,15.94
S002937,2025-10-26,Oakland Park,P0258,1,20.03,5.0,15.03
S003481,2025-11-17,Lake Worth,P0138,1,18.5,0.0,18.5
S003285,2025-11-09,Dania Beach,P0055,1,18.49,0.0,18.49
S005248,2026-01-03,Oakland Park,P0189,1,8.68,0.0,8.68
S008695,2026-05-16,Oakland Park,P0022,1,7.3,0.0,7.3
S007111,2026-04-01,Dania Beach,P0145,1,18.52,0.0,18.52
S006230,2026-02-22,Lake Worth,P0258,1,20.03,0.0,20.03
S002166,2025-09-27,Dania Beach,P0120,1,23.21,0.0,23.21
S003911,2025-12-04,Oakland Park,P0232,1,35.97,0.0,35.97
S003056,2025-10-31,Dania Beach,P0095,1,15.25,0.0,15.25
S003650,2025-11-25,Dania Beach,P0022,1,7.3,0.0,7.3
S003671,2025-11-26,Dania Beach,P0066,1,15.19,0.0,15.19
S002415,2025-10-05,Dania Beach,P0205,1,34.1,0.0,34.1
S003262,2025-11-08,Oakland Park,P0072,1,23.85,0.0,23.85
S007454,2026-04-09,Dania Beach,P0117,1,13.24,0.0,13.24
S009816,2026-06-29,Oakland Park,P0172,1,16.93,0.0,16.93
S003420,2025-11-15,Oakland Park,P0207,1,8.62,0.0,8.62
S001286,2025-08-23,Oakland Park,P0181,1,38.54,0.0,38.54
S005948,2026-02-07,Oakland Park,P0103,1,23.52,0.0,23.52
S009788,2026-06-28,Lake Worth,P0138,2,18.5,0.0,37.0
S004169,2025-12-10,Oakland Park,P0171,1,15.79,0.0,15.79
S007417,2026-04-08,Oakland Park,P0250,1,26.07,0.0,26.07
S004452,2025-12-16,Oakland Park,P0250,1,26.07,0.0,26.07
S008499,2026-05-09,Oakland Park,P0006,1,18.74,2.0,16.74
S004333,2025-12-13,Oakland Park,P0270,1,13.93,0.0,13.93
S004917,2025-12-26,Dania Beach,P0236,1,32.91,0.0,32.91
S005468,2026-01-14,Dania Beach,P0100,1,34.67,0.0,34.67
S008325,2026-05-02,Oakland Park,P0122,1,15.39,0.0,15.39
S005817,2026-01-31,Lake Worth,P0141,1,18.03,0.0,18.03
S005961,2026-02-08,Oakland Park,P0229,1,15.22,0.0,15.22
S002529,2025-10-11,Dania Beach,P0102,1,16.27,0.0,16.27
S004903,2025-12-26,Dania Beach,P0258,1,20.03,0.0,20.03
S003277,2025-11-09,Oakland Park,P0258,1,20.03,0.0,20.03
S008288,2026-05-01,Dania Beach,P0141,1,18.03,0.0,18.03
S000289,2025-07-12,Lake Worth,P0257,1,21.09,0.0,21.09
S002287,2025-10-01,Dania Beach,P0045,2,31.47,0.0,62.94
S006484,2026-03-05,Dania Beach,P0225,1,30.83,0.0,30.83
S000527,2025-07-22,Lake Worth,P0229,1,15.22,0.0,15.22
S006317,2026-02-27,Dania Beach,P0175,1,10.78,0.0,10.78
S007243,2026-04-04,Dania Beach,P0045,1,31.47,0.0,31.47
S000721,2025-07-30,Oakland Park,P0120,2,23.21,0.0,46.42
S006415,2026-03-03,Dania Beach,P0240,1,29.77,2.0,27.77
S003812,2025-12-01,Oakland Park,P0127,1,26.3,0.0,26.3
S002097,2025-09-24,Oakland Park,P0258,1,20.03,0.0,20.03
S007076,2026-03-30,Oakland Park,P0259,1,34.69,0.0,34.69
S008184,2026-04-27,Oakland Park,P0190,1,31.63,0.0,31.63
S001629,2025-09-05,Dania Beach,P0028,1,22.61,0.0,22.61
S005867,2026-02-03,Dania Beach,P0298,1,10.79,0.0,10.79
S008967,2026-05-27,Lake Worth,P0122,1,15.39,0.0,15.39
S007768,2026-04-17,Lake Worth,P0250,1,26.07,0.0,26.07
S006455,2026-03-04,Oakland Park,P0125,1,30.0,0.0,30.0
S000420,2025-07-17,Dania Beach,P0095,1,15.25,0.0,15.25
S005064,2025-12-28,Lake Worth,P0295,1,27.7,0.0,27.7
S001959,2025-09-18,Dania Beach,P0099,1,32.17,0.0,32.17
S004448,2025-12-15,Oakland Park,P0215,1,5.21,0.0,5.21
S004403,2025-12-14,Dania Beach,P0258,2,20.03,5.0,30.06
S008393,2026-05-05,Oakland Park,P0063,1,32.31,0.0,32.31
S009784,2026-06-28,Dania Beach,P0266,1,28.75,0.0,28.75
S007335,2026-04-06,Lake Worth,P0164,1,14.99,0.0,14.99
S008083,2026-04-25,Lake Worth,P0239,1,7.76,0.0,7.76
S000493,2025-07-20,Oakland Park,P0216,1,14.8,0.0,14.8
S000610,2025-07-26,Oakland Park,P0120,1,23.21,2.0,21.21
S008917,2026-05-24,Oakland Park,P0141,1,18.03,0.0,18.03
S007137,2026-04-01,Oakland Park,P0258,1,20.03,0.0,20.03
S005904,2026-02-05,Lake Worth,P0252,1,18.54,0.0,18.54
S004322,2025-12-13,Oakland Park,P0195,1,23.58,0.0,23.58
S009223,2026-06-06,Oakland Park,P0188,3,14.19,0.0,42.57
S006937,2026-03-24,Oakland Park,P0100,1,34.67,0.0,34.67
S009086,2026-06-01,Oakland Park,P0265,1,19.55,2.0,17.55
S003005,2025-10-29,Dania Beach,P0223,1,16.45,0.0,16.45
S004022,2025-12-06,Dania Beach,P0100,1,34.67,0.0,34.67
S007119,2026-04-01,Dania Beach,P0205,1,34.1,0.0,34.1
S007521,2026-04-11,Dania Beach,P0250,1,26.07,0.0,26.07
S005629,2026-01-22,Oakland Park,P0105,1,41.09,0.0,41.09
S004811,2025-12-24,Dania Beach,P0209,2,38.73,0.0,77.46
S002056,2025-09-22,Dania Beach,P0004,1,33.33,0.0,33.33
S001723,2025-09-08,Dania Beach,P0231,1,16.4,0.0,16.4
S005656,2026-01-23,Dania Beach,P0181,1,38.54,0.0,38.54
S006056,2026-02-13,Dania Beach,P0205,1,34.1,0.0,34.1
S003600,2025-11-23,Dania Beach,P0226,1,19.09,0.0,19.09
S005044,2025-12-28,Dania Beach,P0006,1,18.74,0.0,18.74
S006756,2026-03-17,Lake Worth,P0157,1,8.43,0.0,8.43
S004466,2025-12-16,Oakland Park,P0158,1,15.94,0.0,15.94
S008307,2026-05-02,Lake Worth,P0022,1,7.3,0.0,7.3
S006779,2026-03-18,Dania Beach,P0237,1,18.61,0.0,18.61
S004046,2025-12-07,Lake Worth,P0265,1,19.55,0.0,19.55
S009599,2026-06-21,Dania Beach,P0081,2,12.2,0.0,24.4
S001797,2025-09-11,Lake Worth,P0181,1,38.54,0.0,38.54
S008099,2026-04-25,Dania Beach,P0191,1,35.79,0.0,35.79
S005369,2026-01-09,Oakland Park,P0071,1,14.0,0.0,14.0
S007575,2026-04-12,Oakland Park,P0022,1,7.3,0.0,7.3
S000285,2025-07-12,Dania Beach,P0015,2,10.97,0.0,21.94
S005336,2026-01-07,Oakland Park,P0067,1,22.05,0.0,22.05
S007484,2026-04-10,Oakland Park,P0160,1,15.14,0.0,15.14
S005911,2026-02-05,Lake Worth,P0209,2,38.73,0.0,77.46
S003961,2025-12-05,Oakland Park,P0159,2,5.86,0.0,11.72
S001750,2025-09-09,Dania Beach,P0006,1,18.74,0.0,18.74
S007784,2026-04-18,Lake Worth,P0173,1,28.8,0.0,28.8
S007048,2026-03-29,Oakland Park,P0089,1,38.61,0.0,38.61
S007070,2026-03-30,Dania Beach,P0100,3,34.67,0.0,104.01
S001683,2025-09-07,Dania Beach,P0076,1,28.11,0.0,28.11
S008965,2026-05-27,Dania Beach,P0229,1,15.22,0.0,15.22
S001355,2025-08-25,Lake Worth,P0118,2,26.15,2.0,48.3
S002770,2025-10-19,Oakland Park,P0018,1,11.18,0.0,11.18
S006491,2026-03-06,Dania Beach,P0221,1,26.83,0.0,26.83
S005626,2026-01-22,Dania Beach,P0223,1,16.45,5.0,11.45
S008011,2026-04-23,Dania Beach,P0255,1,34.26,5.0,29.26
S008725,2026-05-18,Oakland Park,P0236,1,32.91,0.0,32.91
S006474,2026-03-05,Oakland Park,P0214,1,40.55,0.0,40.55
S000650,2025-07-27,Dania Beach,P0125,1,30.0,0.0,30.0
S005801,2026-01-31,Oakland Park,P0067,1,22.05,0.0,22.05
S008564,2026-05-11,Dania Beach,P0022,1,7.3,0.0,7.3
S001657,2025-09-06,Oakland Park,P0129,1,7.89,0.0,7.89
S006725,2026-03-16,Dania Beach,P0284,1,19.93,0.0,19.93
S008689,2026-05-16,Lake Worth,P0076,1,28.11,0.0,28.11
S003787,2025-11-30,Oakland Park,P0018,1,11.18,0.0,11.18
S009570,2026-06-20,Oakland Park,P0204,1,30.89,0.0,30.89
S007385,2026-04-08,Dania Beach,P0028,1,22.61,0.0,22.61
S000759,2025-08-01,Oakland Park,P0030,1,9.83,2.0,7.83
S004309,2025-12-13,Dania Beach,P0159,1,5.86,0.0,5.86
S009623,2026-06-22,Dania Beach,P0092,1,34.43,0.0,34.43
S001042,2025-08-13,Oakland Park,P0116,1,38.74,0.0,38.74
S003805,2025-12-01,Lake Worth,P0283,1,41.77,0.0,41.77
S009777,2026-06-28,Dania Beach,P0028,1,22.61,0.0,22.61
S009101,2026-06-02,Lake Worth,P0180,1,14.34,0.0,14.34
S003361,2025-11-13,Dania Beach,P0129,1,7.89,0.0,7.89
S006028,2026-02-11,Oakland Park,P0042,1,16.07,0.0,16.07
S007614,2026-04-13,Dania Beach,P0240,2,29.77,0.0,59.54
S001449,2025-08-29,Oakland Park,P0210,1,17.31,0.0,17.31
S002511,2025-10-10,Dania Beach,P0090,1,39.67,0.0,39.67
S006695,2026-03-15,Dania Beach,P0008,1,23.36,0.0,23.36
S000986,2025-08-10,Oakland Park,P0229,1,15.22,0.0,15.22
S007190,2026-04-03,Oakland Park,P0180,1,14.34,0.0,14.34
S008641,2026-05-14,Lake Worth,P0122,1,15.39,0.0,15.39
S007297,2026-04-05,Oakland Park,P0058,1,6.59,5.0,1.59
S006172,2026-02-19,Oakland Park,P0006,1,18.74,0.0,18.74
S002411,2025-10-05,Oakland Park,P0181,1,38.54,0.0,38.54
S004487,2025-12-16,Oakland Park,P0122,1,15.39,0.0,15.39
S000553,2025-07-24,Dania Beach,P0253,1,12.31,0.0,12.31
S007938,2026-04-21,Oakland Park,P0032,1,10.89,5.0,5.89
S005826,2026-02-01,Lake Worth,P0258,1,20.03,0.0,20.03
S005625,2026-01-22,Dania Beach,P0258,2,20.03,0.0,40.06
S006165,2026-02-19,Lake Worth,P0222,1,25.03,0.0,25.03
S004030,2025-12-07,Oakland Park,P0060,1,16.29,0.0,16.29
S005735,2026-01-27,Oakland Park,P0099,1,32.17,0.0,32.17
S007107,2026-03-31,Oakland Park,P0034,1,17.39,0.0,17.39
S001073,2025-08-14,Dania Beach,P0028,2,22.61,0.0,45.22
S000439,2025-07-18,Oakland Park,P0071,3,14.0,0.0,42.0
S008320,2026-05-02,Oakland Park,P0042,1,16.07,0.0,16.07
S008572,2026-05-11,Oakland Park,P0181,1,38.54,5.0,33.54
S009573,2026-06-20,Dania Beach,P0264,1,39.66,5.0,34.66
S008978,2026-05-28,Oakland Park,P0112,1,9.26,0.0,9.26
S006754,2026-03-17,Oakland Park,P0079,1,38.19,0.0,38.19
S006852,2026-03-21,Oakland Park,P0201,1,37.27,0.0,37.27
S007260,2026-04-05,Oakland Park,P0028,1,22.61,0.0,22.61
S006892,2026-03-22,Dania Beach,P0006,2,18.74,0.0,37.48
S002607,2025-10-14,Lake Worth,P0271,1,13.23,0.0,13.23
S001792,2025-09-11,Dania Beach,P0216,1,14.8,0.0,14.8
S000720,2025-07-30,Dania Beach,P0258,1,20.03,0.0,20.03
S009321,2026-06-10,Lake Worth,P0100,1,34.67,0.0,34.67
S008838,2026-05-22,Dania Beach,P0055,1,18.49,5.0,13.49
S006658,2026-03-13,Oakland Park,P0153,1,24.73,5.0,19.73
S001373,2025-08-26,Lake Worth,P0123,1,32.28,0.0,32.28
S000342,2025-07-14,Oakland Park,P0250,1,26.07,0.0,26.07
S001213,2025-08-20,Lake Worth,P0131,1,10.61,0.0,10.61
S008252,2026-04-29,Lake Worth,P0258,1,20.03,0.0,20.03
S000351,2025-07-14,Dania Beach,P0228,2,12.36,0.0,24.72
S008102,2026-04-25,Oakland Park,P0258,1,20.03,0.0,20.03
S004622,2025-12-20,Lake Worth,P0028,1,22.61,0.0,22.61
S003579,2025-11-22,Dania Beach,P0098,1,12.85,0.0,12.85
S009661,2026-06-23,Oakland Park,P0245,1,30.57,0.0,30.57
S003235,2025-11-07,Dania Beach,P0088,1,14.79,0.0,14.79
S003931,2025-12-04,Oakland Park,P0244,1,7.54,2.0,5.54
S008542,2026-05-10,Lake Worth,P0229,1,15.22,0.0,15.22
S001028,2025-08-12,Dania Beach,P0169,1,28.05,0.0,28.05
S003649,2025-11-25,Lake Worth,P0248,1,14.4,2.0,12.4
S009707,2026-06-25,Oakland Park,P0271,1,13.23,0.0,13.23
S005041,2025-12-28,Dania Beach,P0140,1,17.16,0.0,17.16
S007548,2026-04-12,Dania Beach,P0188,3,14.19,5.0,27.57
S000709,2025-07-30,Oakland Park,P0069,1,21.4,0.0,21.4
S002338,2025-10-03,Oakland Park,P0154,1,15.49,0.0,15.49
S002053,2025-09-22,Lake Worth,P0014,1,41.58,0.0,41.58
S006773,2026-03-18,Dania Beach,P0247,1,11.6,0.0,11.6
S001926,2025-09-17,Lake Worth,P0147,1,40.67,0.0,40.67
S002327,2025-10-02,Oakland Park,P0170,1,12.29,0.0,12.29
S002342,2025-10-03,Oakland Park,P0099,1,32.17,0.0,32.17
S007006,2026-03-28,Oakland Park,P0275,1,12.12,2.0,10.12
S007282,2026-04-05,Dania Beach,P0258,1,20.03,0.0,20.03
S006249,2026-02-23,Oakland Park,P0229,1,15.22,0.0,15.22
S001999,2025-09-20,Lake Worth,P0079,1,38.19,0.0,38.19
S004208,2025-12-11,Oakland Park,P0193,1,15.19,0.0,15.19
S006889,2026-03-22,Oakland Park,P0192,1,9.96,0.0,9.96
S007179,2026-04-03,Oakland Park,P0239,1,7.76,0.0,7.76
S008241,2026-04-29,Oakland Park,P0258,1,20.03,0.0,20.03
S005255,2026-01-03,Dania Beach,P0041,1,11.22,0.0,11.22
S008087,2026-04-25,Oakland Park,P0157,1,8.43,0.0,8.43
S006605,2026-03-10,Dania Beach,P0120,1,23.21,0.0,23.21
S007944,2026-04-22,Dania Beach,P0045,2,31.47,0.0,62.94
S005264,2026-01-03,Oakland Park,P0116,1,38.74,0.0,38.74
S003583,2025-11-22,Dania Beach,P0157,1,8.43,0.0,8.43
S008846,2026-05-22,Oakland Park,P0029,1,44.82,0.0,44.82
S003423,2025-11-15,Dania Beach,P0268,1,28.7,0.0,28.7
S002908,2025-10-26,Dania Beach,P0003,1,11.11,0.0,11.11
S004999,2025-12-27,Oakland Park,P0098,1,12.85,0.0,12.85
S009414,2026-06-14,Oakland Park,P0039,1,18.68,0.0,18.68
S002382,2025-10-04,Oakland Park,P0237,1,18.61,0.0,18.61
S004215,2025-12-11,Lake Worth,P0112,2,9.26,2.0,14.52
S007290,2026-04-05,Oakland Park,P0177,1,14.51,0.0,14.51
S005928,2026-02-06,Dania Beach,P0229,1,15.22,0.0,15.22
S003414,2025-11-15,Dania Beach,P0175,1,10.78,0.0,10.78
S009331,2026-06-11,Lake Worth,P0120,1,23.21,0.0,23.21
S005851,2026-02-02,Lake Worth,P0153,1,24.73,0.0,24.73
S006680,2026-03-14,Dania Beach,P0190,1,31.63,0.0,31.63
S009752,2026-06-27,Dania Beach,P0057,1,31.85,0.0,31.85
S001063,2025-08-13,Oakland Park,P0109,1,19.26,0.0,19.26
S002556,2025-10-11,Dania Beach,P0035,1,25.13,0.0,25.13
S003634,2025-11-24,Dania Beach,P0229,1,15.22,0.0,15.22
S006268,2026-02-24,Oakland Park,P0298,1,10.79,0.0,10.79
S003724,2025-11-28,Lake Worth,P0258,1,20.03,0.0,20.03
S000817,2025-08-03,Dania Beach,P0229,1,15.22,0.0,15.22
S009388,2026-06-13,Lake Worth,P0214,1,40.55,2.0,38.55
S008176,2026-04-27,Dania Beach,P0069,1,21.4,0.0,21.4
S009313,2026-06-10,Oakland Park,P0186,1,8.27,2.0,6.27
S007266,2026-04-05,Oakland Park,P0088,1,14.79,0.0,14.79
S003696,2025-11-27,Oakland Park,P0077,1,38.06,2.0,36.06
S008028,2026-04-24,Oakland Park,P0079,3,38.19,0.0,114.57
S009315,2026-06-10,Oakland Park,P0181,1,38.54,2.0,36.54
S003016,2025-10-30,Oakland Park,P0258,2,20.03,0.0,40.06
S005227,2026-01-01,Dania Beach,P0045,1,31.47,5.0,26.47
S006704,2026-03-15,Oakland Park,P0120,1,23.21,0.0,23.21
S004057,2025-12-07,Dania Beach,P0155,1,33.74,0.0,33.74
S005313,2026-01-05,Dania Beach,P0216,1,14.8,0.0,14.8
S000971,2025-08-10,Lake Worth,P0246,1,14.88,0.0,14.88
S006004,2026-02-09,Lake Worth,P0229,2,15.22,0.0,30.44
S005498,2026-01-15,Lake Worth,P0250,1,26.07,0.0,26.07
S008229,2026-04-28,Dania Beach,P0058,1,6.59,0.0,6.59
S001136,2025-08-16,Lake Worth,P0193,1,15.19,2.0,13.19
S006917,2026-03-23,Dania Beach,P0229,1,15.22,0.0,15.22
S007570,2026-04-12,Dania Beach,P0082,1,11.34,0.0,11.34
S006074,2026-02-14,Oakland Park,P0116,1,38.74,0.0,38.74
S001956,2025-09-18,Dania Beach,P0231,1,16.4,2.0,14.4
S008253,2026-04-30,Oakland Park,P0004,1,33.33,0.0,33.33
S007371,2026-04-07,Lake Worth,P0234,3,39.24,0.0,117.72
S009013,2026-05-29,Dania Beach,P0258,1,20.03,0.0,20.03
S007011,2026-03-28,Lake Worth,P0042,1,16.07,0.0,16.07
S008373,2026-05-04,Lake Worth,P0300,1,15.39,0.0,15.39
S000964,2025-08-10,Oakland Park,P0099,1,32.17,0.0,32.17
S001106,2025-08-15,Oakland Park,P0122,1,15.39,0.0,15.39
S001822,2025-09-12,Dania Beach,P0232,1,35.97,0.0,35.97
S009066,2026-05-31,Dania Beach,P0069,1,21.4,0.0,21.4
S002943,2025-10-27,Lake Worth,P0045,1,31.47,0.0,31.47
S001084,2025-08-14,Oakland Park,P0206,1,25.28,5.0,20.28
S007818,2026-04-18,Oakland Park,P0243,1,14.68,0.0,14.68
S001591,2025-09-03,Oakland Park,P0272,1,18.29,5.0,13.29
S001589,2025-09-03,Lake Worth,P0225,1,30.83,0.0,30.83
S008309,2026-05-02,Dania Beach,P0113,1,15.71,0.0,15.71
S005408,2026-01-10,Oakland Park,P0071,1,14.0,0.0,14.0
S003759,2025-11-30,Dania Beach,P0045,1,31.47,0.0,31.47
S004230,2025-12-11,Lake Worth,P0091,1,10.86,0.0,10.86
S000315,2025-07-13,Dania Beach,P0181,2,38.54,0.0,77.08
S003551,2025-11-21,Oakland Park,P0028,1,22.61,0.0,22.61
S003184,2025-11-05,Lake Worth,P0171,1,15.79,0.0,15.79
S003304,2025-11-10,Oakland Park,P0250,3,26.07,2.0,72.21
S003664,2025-11-25,Dania Beach,P0045,1,31.47,0.0,31.47
S001027,2025-08-12,Dania Beach,P0180,1,14.34,5.0,9.34
S009250,2026-06-07,Lake Worth,P0141,1,18.03,0.0,18.03
S007189,2026-04-03,Oakland Park,P0061,1,13.54,0.0,13.54
S006739,2026-03-16,Oakland Park,P0229,1,15.22,0.0,15.22
S003595,2025-11-23,Oakland Park,P0077,1,38.06,0.0,38.06
S005404,2026-01-10,Oakland Park,P0154,1,15.49,0.0,15.49
S006998,2026-03-27,Lake Worth,P0110,2,16.9,0.0,33.8
S001070,2025-08-14,Lake Worth,P0229,1,15.22,0.0,15.22
S001000,2025-08-11,Dania Beach,P0020,1,24.25,0.0,24.25
S006155,2026-02-18,Oakland Park,P0058,2,6.59,0.0,13.18
S005696,2026-01-25,Dania Beach,P0258,1,20.03,0.0,20.03
S004666,2025-12-20,Lake Worth,P0244,1,7.54,0.0,7.54
S006555,2026-03-08,Dania Beach,P0108,1,11.87,0.0,11.87
S007547,2026-04-12,Oakland Park,P0103,1,23.52,0.0,23.52
