snapshot_date,location,product_id,quantity_on_hand,days_in_stock,reorder_level
2025-10-31,Lake Worth,P0257,5,75,2
2025-11-30,Oakland Park,P0185,7,63,2
2026-02-28,Lake Worth,P0097,5,50,1
2026-03-31,Oakland Park,P0151,7,91,3
2025-09-30,Dania Beach,P0030,0,34,2
2025-08-31,Dania Beach,P0165,3,204,1
2026-05-31,Oakland Park,P0050,12,152,2
2026-05-31,Dania Beach,P0037,3,51,3
2026-02-28,Oakland Park,P0200,0,64,3
2025-12-31,Oakland Park,P0051,2,9,2
2025-08-31,Oakland Park,P0141,20,36,3
2026-06-30,Dania Beach,P0274,3,72,3
2026-02-28,Lake Worth,P0075,5,160,2
2026-02-28,Dania Beach,P0217,1,43,2
2025-07-31,Dania Beach,P0193,3,69,2
2026-04-30,Lake Worth,P0012,0,24,3
2026-06-30,Oakland Park,P0283,7,63,2
2026-05-31,Oakland Park,P0253,14,71,2
2026-06-30,Lake Worth,P0158,0,56,2
2025-12-31,Dania Beach,P0253,17,56,2
2026-01-31,Dania Beach,P0094,1,169,2
2025-07-31,Oakland Park,P0246,5,15,1
2025-12-31,Oakland Park,P0003,0,43,2
2026-06-30,Dania Beach,P0240,4,35,3
2026-03-31,Dania Beach,P0280,0,18,1
2025-11-30,Oakland Park,P0122,7,187,2
2025-12-31,Lake Worth,P0041,10,31,1
2026-06-30,Oakland Park,P0129,3,32,1
2026-02-28,Dania Beach,P0243,0,39,2
2025-11-30,Oakland Park,P0180,6,9,1
2025-12-31,Oakland Park,P0032,0,64,1
2026-04-30,Lake Worth,P0186,1,66,3
2026-05-31,Dania Beach,P0152,5,167,2
2025-09-30,Lake Worth,P0214,0,18,3
2026-01-31,Oakland Park,P0123,24,59,2
2026-04-30,Dania Beach,P0102,7,28,3
2025-11-30,Oakland Park,P0145,10,51,1
2025-12-31,Dania Beach,P0263,0,0,2
2025-09-30,Lake Worth,P0018,3,33,3
2026-05-31,Lake Worth,P0213,2,71,2
2026-02-28,Dania Beach,P0028,62,26,2
2026-02-28,Oakland Park,P0143,3,13,2
2025-08-31,Oakland Park,P0062,3,67,2
2026-04-30,Oakland Park,P0098,9,45,2
2026-06-30,Oakland Park,P0128,10,95,3
2026-05-31,Oakland Park,P0143,1,18,1
2025-08-31,Oakland Park,P0272,6,47,3
2026-02-28,Lake Worth,P0184,4,52,2
2026-03-31,Lake Worth,P0269,6,14,2
2025-08-31,Lake Worth,P0041,6,51,2
2025-07-31,Lake Worth,P0020,3,194,1
2025-11-30,Lake Worth,P0132,3,63,1
2026-03-31,Dania Beach,P0012,0,54,2
2025-09-30,Dania Beach,P0095,9,247,2
2025-08-31,Dania Beach,P0037,2,38,2
2025-09-30,Lake Worth,P0108,5,40,2
2025-11-30,Dania Beach,P0198,0,0,2
2026-04-30,Lake Worth,P0009,4,22,2
2026-06-30,Oakland Park,P0232,16,5,2
2026-04-30,Dania Beach,P0175,6,43,2
2025-11-30,Oakland Park,P0236,5,41,2
2025-07-31,Dania Beach,P0091,17,32,2
2025-07-31,Lake Worth,P0067,0,42,3
2025-10-31,Lake Worth,P0297,2,54,1
2025-11-30,Oakland Park,P0155,3,48,2
2026-04-30,Lake Worth,P0134,8,30,3
2026-06-30,Dania Beach,P0134,6,139,1
2026-02-28,Lake Worth,P0234,13,39,1
2025-11-30,Lake Worth,P0083,0,21,3
2026-02-28,Dania Beach,P0061,2,42,1
2025-12-31,Lake Worth,P0117,0,5,2
2025-10-31,Oakland Park,P0221,5,62,3
2025-12-31,Oakland Park,P0089,4,29,2
2026-06-30,Oakland Park,P0133,2,31,1
2026-06-30,Dania Beach,P0092,0,62,2
2026-05-31,Lake Worth,P0120,29,131,1
2026-02-28,Dania Beach,P0069,14,57,2
2025-07-31,Oakland Park,P0264,8,289,2
2026-02-28,Lake Worth,P0076,4,40,2
2025-10-31,Dania Beach,P0234,9,24,1
2026-03-31,Lake Worth,P0142,2,206,3
2025-07-31,Oakland Park,P0032,0,72,2
2025-08-31,Oakland Park,P0195,5,44,1
2025-09-30,Oakland Park,P0018,1,65,2
2025-12-31,Dania Beach,P0212,4,19,1
2026-01-31,Oakland Park,P0068,9,9,3
2025-12-31,Oakland Park,P0002,8,222,2
2026-03-31,Oakland Park,P0261,4,43,2
2025-12-31,Dania Beach,P0027,5,19,2
2026-02-28,Lake Worth,P0188,16,19,2
2026-02-28,Oakland Park,P0196,13,6,2
2026-06-30,Dania Beach,P0205,0,0,3
2026-01-31,Oakland Park,P0261,2,63,2
2025-10-31,Lake Worth,P0173,8,22,1
2025-12-31,Dania Beach,P0215,0,57,2
2025-09-30,Oakland Park,P0155,0,53,2
2025-10-31,Dania Beach,P0162,3,25,1
2025-07-31,Oakland Park,P0181,32,48,1
2025-10-31,Lake Worth,P0100,10,59,3
2026-06-30,Oakland Park,P0009,4,55,3
2026-06-30,Lake Worth,P0207,4,68,2
2026-05-31,Oakland Park,P0178,7,289,2
2026-06-30,Oakland Park,P0182,0,28,2
2025-08-31,Lake Worth,P0296,4,170,2
2025-11-30,Dania Beach,P0125,4,47,2
2026-03-31,Oakland Park,P0132,3,72,2
2026-02-28,Lake Worth,P0030,2,207,3
2026-03-31,Lake Worth,P0247,3,40,1
2025-08-31,Lake Worth,P0065,0,24,2
2026-05-31,Oakland Park,P0177,4,53,2
2026-04-30,Lake Worth,P0159,1,133,1
2026-02-28,Lake Worth,P0226,0,42,2
2026-03-31,Dania Beach,P0204,3,38,2
2026-03-31,Lake Worth,P0049,0,17,1
2025-11-30,Lake Worth,P0134,8,66,1
2025-11-30,Oakland Park,P0071,11,15,2
2026-04-30,Dania Beach,P0139,0,10,3
2026-01-31,Lake Worth,P0233,13,25,2
2025-09-30,Oakland Park,P0075,5,74,3
2025-12-31,Oakland Park,P0182,0,63,2
2026-01-31,Lake Worth,P0250,40,51,1
2025-08-31,Lake Worth,P0141,23,59,3
2026-01-31,Oakland Park,P0238,1,26,3
2026-01-31,Dania Beach,P0233,12,167,2
2025-12-31,Oakland Park,P0249,3,314,2
2025-08-31,Oakland Park,P0277,2,51,2
2025-11-30,Lake Worth,P0114,1,59,3
2026-04-30,Dania Beach,P0019,1,265,2
2026-02-28,Lake Worth,P0178,2,31,1
2026-05-31,Lake Worth,P0052,7,21,2
2025-11-30,Dania Beach,P0128,0,0,3
2025-08-31,Dania Beach,P0195,3,290,1
2025-07-31,Lake Worth,P0143,4,291,2
2025-07-31,Lake Worth,P0272,0,42,3
2026-06-30,Lake Worth,P0238,2,21,2
2025-11-30,Dania Beach,P0257,4,57,2
2026-04-30,Oakland Park,P0253,16,49,2
2026-03-31,Oakland Park,P0174,0,44,2
2026-01-31,Oakland Park,P0092,4,42,2
2025-09-30,Lake Worth,P0171,3,216,2
2025-12-31,Dania Beach,P0236,4,18,2
2025-08-31,Lake Worth,P0061,4,299,3
2025-08-31,Dania Beach,P0088,0,74,1
2025-12-31,Dania Beach,P0104,2,26,2
2026-06-30,Oakland Park,P0262,0,30,1
2026-05-31,Oakland Park,P0015,1,67,3
2026-04-30,Oakland Park,P0269,2,59,3
2026-02-28,Oakland Park,P0046,0,51,2
2025-10-31,Lake Worth,P0076,4,15,3
2026-03-31,Dania Beach,P0086,2,11,2
2026-01-31,Lake Worth,P0194,0,25,2
2025-07-31,Lake Worth,P0010,0,7,1
2026-04-30,Lake Worth,P0245,6,40,3
2025-07-31,Dania Beach,P0229,66,143,2
2026-03-31,Lake Worth,P0253,12,14,3
2025-07-31,Dania Beach,P0086,6,45,2
2026-01-31,Dania Beach,P0178,0,0,2
2026-03-31,Oakland Park,P0161,7,74,3
2026-01-31,Lake Worth,P0071,13,33,2
2026-04-30,Dania Beach,P0165,5,256,2
2026-05-31,Dania Beach,P0270,3,73,2
2025-11-30,Oakland Park,P0006,5,65,2
2025-11-30,Lake Worth,P0082,0,75,2
2026-02-28,Dania Beach,P0300,4,54,3
2025-08-31,Dania Beach,P0021,2,27,1
2026-06-30,Lake Worth,P0081,0,62,3
2026-05-31,Oakland Park,P0172,2,49,2
2026-01-31,Dania Beach,P0268,6,50,2
2025-09-30,Lake Worth,P0173,5,74,2
2025-10-31,Dania Beach,P0271,0,0,3
2026-01-31,Lake Worth,P0283,4,31,2
2026-03-31,Lake Worth,P0271,2,12,2
2025-10-31,Lake Worth,P0105,3,12,2
2026-03-31,Oakland Park,P0111,2,15,1
2026-06-30,Dania Beach,P0164,1,158,1
2025-09-30,Oakland Park,P0079,8,65,2
2025-12-31,Dania Beach,P0185,3,65,2
2026-04-30,Lake Worth,P0207,3,17,2
2025-10-31,Dania Beach,P0215,6,21,2
2025-11-30,Lake Worth,P0005,2,14,1
2025-07-31,Lake Worth,P0162,0,31,1
2026-02-28,Dania Beach,P0067,0,0,2
2026-06-30,Lake Worth,P0038,0,45,1
2025-10-31,Dania Beach,P0001,2,266,3
2025-09-30,Lake Worth,P0257,3,58,3
2025-11-30,Lake Worth,P0242,5,189,2
2025-12-31,Oakland Park,P0226,0,41,2
2025-11-30,Dania Beach,P0112,21,67,2
2026-01-31,Lake Worth,P0281,2,150,1
2026-03-31,Dania Beach,P0021,4,42,1
2025-10-31,Lake Worth,P0161,7,44,2
2026-04-30,Lake Worth,P0190,2,248,3
2026-04-30,Dania Beach,P0176,0,50,3
2026-06-30,Dania Beach,P0261,0,12,1
2025-11-30,Oakland Park,P0232,14,49,1
2025-11-30,Dania Beach,P0033,11,15,2
2025-12-31,Oakland Park,P0224,5,7,1
2025-10-31,Dania Beach,P0004,11,46,2
2025-11-30,Dania Beach,P0076,6,10,2
2026-03-31,Dania Beach,P0111,2,70,1
2026-02-28,Dania Beach,P0215,0,60,2
2026-05-31,Oakland Park,P0252,1,38,2
2025-11-30,Dania Beach,P0118,2,5,3
2026-06-30,Dania Beach,P0123,27,66,1
2025-07-31,Dania Beach,P0044,0,29,2
2025-10-31,Lake Worth,P0028,63,31,2
2025-12-31,Lake Worth,P0163,0,65,2
2026-04-30,Lake Worth,P0217,0,12,2
2026-04-30,Oakland Park,P0187,2,53,2
2026-06-30,Lake Worth,P0225,17,42,2
2025-09-30,Lake Worth,P0293,3,73,2
2026-05-31,Oakland Park,P0094,2,12,2
2025-11-30,Lake Worth,P0066,0,20,1
2025-07-31,Dania Beach,P0296,1,43,2
2025-12-31,Dania Beach,P0208,2,280,1
2025-09-30,Lake Worth,P0026,2,18,2
2026-03-31,Lake Worth,P0209,12,51,2
2025-10-31,Oakland Park,P0058,7,9,1
2026-03-31,Oakland Park,P0039,2,29,2
2026-05-31,Oakland Park,P0124,2,53,2
2025-08-31,Dania Beach,P0200,1,27,3
2026-03-31,Oakland Park,P0066,3,55,1
2025-08-31,Oakland Park,P0174,0,31,1
2026-06-30,Lake Worth,P0082,3,201,2
2026-06-30,Lake Worth,P0246,6,26,2
2026-03-31,Oakland Park,P0227,11,52,1
2026-02-28,Lake Worth,P0259,9,67,2
2025-12-31,Oakland Park,P0059,3,22,2
2026-01-31,Oakland Park,P0277,5,31,2
2025-11-30,Dania Beach,P0069,19,53,2
2026-03-31,Lake Worth,P0051,3,192,3
2025-12-31,Lake Worth,P0016,7,29,2
2026-04-30,Oakland Park,P0268,6,69,1
2026-05-31,Lake Worth,P0174,4,48,2
2025-08-31,Oakland Park,P0235,4,19,3
2026-06-30,Oakland Park,P0153,3,58,2
2025-10-31,Dania Beach,P0049,0,63,2
2025-11-30,Oakland Park,P0016,5,54,1
2025-09-30,Dania Beach,P0059,3,62,2
2026-03-31,Lake Worth,P0073,3,56,1
2025-07-31,Oakland Park,P0062,0,31,1
2026-04-30,Oakland Park,P0059,1,62,2
2025-09-30,Lake Worth,P0236,1,45,3
2025-12-31,Oakland Park,P0272,1,23,2
2025-10-31,Dania Beach,P0179,0,50,2
2025-09-30,Lake Worth,P0129,2,54,2
2025-12-31,Lake Worth,P0258,155,26,2
2025-09-30,Oakland Park,P0195,1,70,2
2025-07-31,Lake Worth,P0223,2,42,1
2026-05-31,Dania Beach,P0190,4,14,1
2026-01-31,Oakland Park,P0192,4,21,2
2026-01-31,Oakland Park,P0193,4,250,1
2025-12-31,Lake Worth,P0092,4,15,2
2026-05-31,Dania Beach,P0143,1,221,1
2025-09-30,Oakland Park,P0180,1,11,3
2025-08-31,Oakland Park,P0049,0,59,3
2025-11-30,Oakland Park,P0141,22,52,2
2026-02-28,Oakland Park,P0110,0,75,2
2025-12-31,Dania Beach,P0229,65,155,1
2026-02-28,Dania Beach,P0032,3,38,3
2026-04-30,Dania Beach,P0202,1,46,2
2026-05-31,Oakland Park,P0117,4,6,1
2025-08-31,Dania Beach,P0270,4,210,2
2025-08-31,Dania Beach,P0178,0,0,2
2025-08-31,Dania Beach,P0035,0,0,3
2026-02-28,Lake Worth,P0267,0,73,2
2025-08-31,Lake Worth,P0097,2,219,2
2025-12-31,Dania Beach,P0203,2,74,2
2026-03-31,Oakland Park,P0215,1,60,3
2026-04-30,Dania Beach,P0239,5,104,3
2026-03-31,Oakland Park,P0149,2,61,3
2025-08-31,Lake Worth,P0292,0,41,2
2026-02-28,Dania Beach,P0202,1,21,1
2025-10-31,Oakland Park,P0045,20,207,2
2026-04-30,Lake Worth,P0223,4,50,2
2026-05-31,Oakland Park,P0053,2,22,2
2025-07-31,Lake Worth,P0291,1,94,2
2025-10-31,Lake Worth,P0107,3,33,2
2025-11-30,Dania Beach,P0063,3,94,3
2026-03-31,Dania Beach,P0289,1,24,2
2026-04-30,Dania Beach,P0278,4,203,3
2025-12-31,Dania Beach,P0188,0,0,3
2025-08-31,Oakland Park,P0029,3,24,2
2026-04-30,Dania Beach,P0169,5,20,2
2026-05-31,Dania Beach,P0040,4,5,3
2025-10-31,Oakland Park,P0270,6,56,3
2025-10-31,Lake Worth,P0152,3,253,2
2025-11-30,Lake Worth,P0068,13,34,2
2026-06-30,Dania Beach,P0153,5,69,2
2025-08-31,Lake Worth,P0004,8,47,2
2025-09-30,Dania Beach,P0234,7,228,2
2025-08-31,Lake Worth,P0057,3,13,3
2026-01-31,Dania Beach,P0007,3,50,1
2026-06-30,Lake Worth,P0167,3,25,2
2026-06-30,Dania Beach,P0025,2,59,2
2026-06-30,Lake Worth,P0291,3,6,3
2026-02-28,Oakland Park,P0259,1,296,1
2026-06-30,Oakland Park,P0134,6,231,3
2026-03-31,Oakland Park,P0046,1,6,2
2025-07-31,Lake Worth,P0132,7,60,2
2025-09-30,Oakland Park,P0096,0,17,2
2026-01-31,Lake Worth,P0129,0,47,2
2026-06-30,Oakland Park,P0064,5,13,2
2026-03-31,Oakland Park,P0084,0,19,2
2026-06-30,Dania Beach,P0293,4,53,2
2025-12-31,Dania Beach,P0115,0,0,1
2026-01-31,Dania Beach,P0257,0,44,2
2026-05-31,Dania Beach,P0012,4,30,2
2026-04-30,Lake Worth,P0027,5,16,1
2026-02-28,Dania Beach,P0039,0,33,2
2026-03-31,Dania Beach,P0102,4,28,2
2025-10-31,Oakland Park,P0098,10,236,1
2025-08-31,Lake Worth,P0017,3,197,1
2025-11-30,Dania Beach,P0207,4,141,1
2025-08-31,Lake Worth,P0015,2,8,2
2025-12-31,Dania Beach,P0296,2,68,1
2025-12-31,Lake Worth,P0126,3,27,2
2025-08-31,Dania Beach,P0296,4,74,3
2026-04-30,Dania Beach,P0238,4,14,2
2026-06-30,Dania Beach,P0053,4,38,2
2026-03-31,Oakland Park,P0021,3,193,1
2025-11-30,Dania Beach,P0265,2,58,2
2025-07-31,Oakland Park,P0132,6,118,1
2025-11-30,Dania Beach,P0083,3,36,2
2025-08-31,Dania Beach,P0162,2,150,1
2025-09-30,Lake Worth,P0123,27,259,3
2026-02-28,Dania Beach,P0164,0,38,1
2025-07-31,Lake Worth,P0181,31,58,2
2026-04-30,Lake Worth,P0043,4,14,1
2025-08-31,Dania Beach,P0191,2,8,2
2025-09-30,Lake Worth,P0011,0,55,2
2026-06-30,Dania Beach,P0166,0,27,3
2026-02-28,Lake Worth,P0142,2,30,2
2025-11-30,Dania Beach,P0046,3,25,2
2025-12-31,Lake Worth,P0055,1,8,3
2026-03-31,Dania Beach,P0105,1,70,2
2025-11-30,Lake Worth,P0169,3,34,2
2026-03-31,Lake Worth,P0231,3,58,3
2026-01-31,Lake Worth,P0162,0,37,2
2025-07-31,Oakland Park,P0095,7,64,2
2026-01-31,Dania Beach,P0058,13,13,2
2026-02-28,Oakland Park,P0240,2,39,1
2025-10-31,Oakland Park,P0050,9,22,2
2026-06-30,Lake Worth,P0283,7,33,3
2025-08-31,Oakland Park,P0263,13,162,1
2025-07-31,Oakland Park,P0183,0,21,3
2025-12-31,Oakland Park,P0253,17,45,2
2026-02-28,Oakland Park,P0132,3,19,3
2026-01-31,Lake Worth,P0200,0,48,2
2026-06-30,Oakland Park,P0218,2,45,3
2025-08-31,Dania Beach,P0022,15,14,1
2026-03-31,Lake Worth,P0222,2,40,1
2025-07-31,Dania Beach,P0280,4,202,3
2025-09-30,Lake Worth,P0150,3,72,1
2025-12-31,Oakland Park,P0122,6,152,2
2025-12-31,Oakland Park,P0215,6,14,3
2025-12-31,Oakland Park,P0248,1,125,2
2025-09-30,Oakland Park,P0170,14,134,1
2025-07-31,Dania Beach,P0006,9,48,2
2025-10-31,Dania Beach,P0011,0,38,2
2025-09-30,Oakland Park,P0106,0,14,2
2026-02-28,Dania Beach,P0281,6,43,2
2026-06-30,Oakland Park,P0021,4,172,2
2026-04-30,Lake Worth,P0235,1,34,2
2025-10-31,Dania Beach,P0012,4,66,2
2025-12-31,Lake Worth,P0255,4,43,3
2025-12-31,Dania Beach,P0267,4,43,2
2026-01-31,Dania Beach,P0238,5,183,3
2025-08-31,Lake Worth,P0026,2,14,2
2025-08-31,Dania Beach,P0201,2,309,2
2025-11-30,Lake Worth,P0098,5,60,2
2025-08-31,Oakland Park,P0207,0,70,1
2026-05-31,Lake Worth,P0261,3,7,1
2026-05-31,Dania Beach,P0272,4,65,2
2026-03-31,Dania Beach,P0104,7,27,2
2026-04-30,Lake Worth,P0250,44,8,2
2026-01-31,Dania Beach,P0272,1,60,3
2026-01-31,Oakland Park,P0153,6,48,1
2026-05-31,Lake Worth,P0242,6,207,2
2025-10-31,Lake Worth,P0185,2,299,3
2025-07-31,Dania Beach,P0231,0,61,2
2026-01-31,Lake Worth,P0149,3,39,2
2026-05-31,Lake Worth,P0153,5,13,1
2026-02-28,Dania Beach,P0006,5,20,2
2025-09-30,Oakland Park,P0092,3,44,3
2025-12-31,Oakland Park,P0243,2,6,1
2026-05-31,Lake Worth,P0066,2,58,3
2025-11-30,Oakland Park,P0028,61,74,2
2026-04-30,Lake Worth,P0187,2,34,1
2025-10-31,Oakland Park,P0211,5,31,2
2025-12-31,Oakland Park,P0251,7,6,2
2025-07-31,Lake Worth,P0007,1,6,1
2026-05-31,Oakland Park,P0036,12,265,2
2026-04-30,Dania Beach,P0205,0,0,1
2026-04-30,Lake Worth,P0155,2,23,3
2026-04-30,Oakland Park,P0182,6,54,1
2026-04-30,Dania Beach,P0072,3,35,1
2026-03-31,Lake Worth,P0006,8,41,2
2025-07-31,Dania Beach,P0126,4,303,1
2025-11-30,Dania Beach,P0165,3,296,2
2026-05-31,Dania Beach,P0210,2,34,1
2026-05-31,Dania Beach,P0133,3,40,2
2026-01-31,Dania Beach,P0012,2,230,3
2025-11-30,Dania Beach,P0140,3,148,2
2025-07-31,Dania Beach,P0007,0,22,1
2025-12-31,Lake Worth,P0297,8,74,2
2025-07-31,Oakland Park,P0131,3,27,1
2026-04-30,Lake Worth,P0140,5,23,3
2025-08-31,Oakland Park,P0208,0,67,3
2026-05-31,Lake Worth,P0161,6,23,3
2025-10-31,Dania Beach,P0213,2,55,2
2025-11-30,Oakland Park,P0213,2,35,2
2026-03-31,Oakland Park,P0288,7,15,2
2025-08-31,Oakland Park,P0046,3,65,1
2026-03-31,Lake Worth,P0004,11,104,3
2025-11-30,Oakland Park,P0194,0,24,1
2025-11-30,Oakland Park,P0282,2,22,2
2025-10-31,Dania Beach,P0010,0,0,3
2025-11-30,Lake Worth,P0115,0,49,2
2026-03-31,Oakland Park,P0242,5,26,2
2026-04-30,Oakland Park,P0226,5,159,3
2026-04-30,Oakland Park,P0023,1,75,1
2025-09-30,Lake Worth,P0298,12,10,3
2026-04-30,Oakland Park,P0072,4,308,2
2026-01-31,Dania Beach,P0034,3,75,2
2025-10-31,Lake Worth,P0108,5,62,2
2026-04-30,Dania Beach,P0131,3,6,2
2025-07-31,Lake Worth,P0151,1,63,2
2025-10-31,Dania Beach,P0125,2,15,3
2026-06-30,Oakland Park,P0135,0,29,1
2026-06-30,Dania Beach,P0206,0,0,1
2025-12-31,Dania Beach,P0064,1,248,3
2026-02-28,Dania Beach,P0114,2,261,2
2026-03-31,Dania Beach,P0293,2,44,1
2026-05-31,Oakland Park,P0277,5,195,2
2026-05-31,Dania Beach,P0098,6,50,2
2025-07-31,Oakland Park,P0266,2,42,2
2025-08-31,Dania Beach,P0079,2,54,1
2026-02-28,Dania Beach,P0256,0,36,2
2025-08-31,Dania Beach,P0062,3,58,3
2026-04-30,Dania Beach,P0193,4,185,2
2026-01-31,Lake Worth,P0089,0,55,3
2026-06-30,Dania Beach,P0155,3,61,3
2026-05-31,Lake Worth,P0228,5,6,2
2025-07-31,Dania Beach,P0197,3,47,1
2026-01-31,Dania Beach,P0076,3,35,3
2026-06-30,Lake Worth,P0298,14,66,2
2026-06-30,Dania Beach,P0148,0,7,3
2025-12-31,Lake Worth,P0132,0,7,2
2026-03-31,Oakland Park,P0118,3,62,3
2026-04-30,Lake Worth,P0284,6,6,2
2026-04-30,Dania Beach,P0130,0,49,2
2026-06-30,Lake Worth,P0250,44,43,2
2026-01-31,Lake Worth,P0170,0,51,2
2026-02-28,Oakland Park,P0236,6,75,1
2026-04-30,Dania Beach,P0227,9,21,2
2026-02-28,Oakland Park,P0061,2,18,2
2026-04-30,Oakland Park,P0118,4,16,1
2025-08-31,Oakland Park,P0081,4,14,3
2026-01-31,Dania Beach,P0117,1,67,2
2025-11-30,Oakland Park,P0237,3,181,3
2026-04-30,Dania Beach,P0256,0,11,3
2025-09-30,Dania Beach,P0073,0,0,1
2026-03-31,Oakland Park,P0176,6,33,2
2025-11-30,Oakland Park,P0158,2,219,1
2026-06-30,Dania Beach,P0014,2,21,1
2026-03-31,Lake Worth,P0143,4,198,2
2025-08-31,Dania Beach,P0207,6,75,1
2026-03-31,Lake Worth,P0105,4,11,2
2025-12-31,Oakland Park,P0048,1,319,2
2025-12-31,Lake Worth,P0294,7,11,2
2026-06-30,Lake Worth,P0130,0,68,2
2025-11-30,Oakland Park,P0042,17,71,2
2025-09-30,Dania Beach,P0257,6,63,3
2026-03-31,Lake Worth,P0136,3,23,1
2025-08-31,Dania Beach,P0131,1,48,1
2025-10-31,Lake Worth,P0095,10,13,2
2025-10-31,Lake Worth,P0072,4,56,2
2025-09-30,Lake Worth,P0040,3,72,2
2026-04-30,Oakland Park,P0256,0,25,3
2026-04-30,Dania Beach,P0181,28,38,1
2026-04-30,Oakland Park,P0013,2,11,2
2026-04-30,Dania Beach,P0162,2,45,3
2026-02-28,Lake Worth,P0196,14,29,2
2025-08-31,Oakland Park,P0248,4,60,2
2025-07-31,Oakland Park,P0154,12,120,2
2025-11-30,Lake Worth,P0299,0,55,1
2026-06-30,Oakland Park,P0028,62,61,2
2026-02-28,Lake Worth,P0288,6,47,2
2025-08-31,Dania Beach,P0135,0,46,2
2026-04-30,Lake Worth,P0052,0,58,2
2026-01-31,Oakland Park,P0257,4,30,2
2026-06-30,Lake Worth,P0205,10,13,2
2025-11-30,Dania Beach,P0085,4,64,1
2026-04-30,Oakland Park,P0212,2,37,2
2026-05-31,Dania Beach,P0281,6,297,3
2025-10-31,Oakland Park,P0165,4,55,2
2026-05-31,Dania Beach,P0131,0,41,2
2026-03-31,Oakland Park,P0243,0,30,1
2025-09-30,Lake Worth,P0023,3,19,3
2025-08-31,Dania Beach,P0138,26,73,1
2026-01-31,Oakland Park,P0028,63,28,2
2026-06-30,Dania Beach,P0078,3,29,2
2025-12-31,Oakland Park,P0205,11,130,2
2026-02-28,Oakland Park,P0072,1,66,2
2026-04-30,Dania Beach,P0062,2,49,3
2026-04-30,Oakland Park,P0026,4,257,2
2026-01-31,Oakland Park,P0099,25,190,2
2026-01-31,Oakland Park,P0140,2,17,1
2026-06-30,Lake Worth,P0270,3,25,2
2025-11-30,Lake Worth,P0042,16,187,2
2025-07-31,Oakland Park,P0080,0,49,3
2025-09-30,Dania Beach,P0263,0,0,3
2025-07-31,Dania Beach,P0119,5,58,1
2026-06-30,Oakland Park,P0234,5,51,2
2025-11-30,Lake Worth,P0003,1,64,3
2025-07-31,Lake Worth,P0046,0,46,3
2026-03-31,Lake Worth,P0294,9,241,1
2026-01-31,Oakland Park,P0182,2,70,1
2026-06-30,Lake Worth,P0045,17,180,3
2025-10-31,Dania Beach,P0100,18,67,1
2026-04-30,Oakland Park,P0189,7,112,2
2025-10-31,Lake Worth,P0061,2,58,2
2026-02-28,Oakland Park,P0201,3,8,3
2025-07-31,Oakland Park,P0102,8,244,2
2025-09-30,Dania Beach,P0280,3,54,2
2026-02-28,Lake Worth,P0210,2,66,1
2025-09-30,Dania Beach,P0223,2,21,1
2026-03-31,Oakland Park,P0205,6,108,3
2025-11-30,Lake Worth,P0092,2,60,2
2026-01-31,Oakland Park,P0109,5,43,3
2025-08-31,Lake Worth,P0165,6,108,1
2025-07-31,Lake Worth,P0160,6,40,2
2025-11-30,Oakland Park,P0023,2,65,2
2026-04-30,Dania Beach,P0147,8,58,1
2026-02-28,Oakland Park,P0190,5,257,2
2025-09-30,Oakland Park,P0104,8,41,3
2026-04-30,Oakland Park,P0210,2,225,2
2026-03-31,Dania Beach,P0126,3,69,3
2025-11-30,Oakland Park,P0049,1,29,3
2025-09-30,Oakland Park,P0230,1,26,2
2026-04-30,Oakland Park,P0267,4,28,3
2025-12-31,Oakland Park,P0255,5,26,2
2026-05-31,Lake Worth,P0216,1,45,1
2025-10-31,Oakland Park,P0062,6,294,2
2025-07-31,Dania Beach,P0233,12,33,3
2026-03-31,Oakland Park,P0148,6,50,2
2026-06-30,Oakland Park,P0277,0,23,1
2025-08-31,Oakland Park,P0183,0,74,1
2025-09-30,Dania Beach,P0043,6,41,1
2026-03-31,Lake Worth,P0036,5,30,2
2026-05-31,Dania Beach,P0262,1,33,2
2026-05-31,Oakland Park,P0149,2,18,2
2026-05-31,Oakland Park,P0063,8,7,3
2026-04-30,Oakland Park,P0250,46,23,2
2026-04-30,Dania Beach,P0283,7,8,2
2025-09-30,Lake Worth,P0246,4,63,2
2026-02-28,Lake Worth,P0287,0,45,3
2025-09-30,Oakland Park,P0245,6,215,2
2026-06-30,Lake Worth,P0179,0,51,2
2026-05-31,Dania Beach,P0232,19,45,3
2025-09-30,Dania Beach,P0159,0,32,3
2026-01-31,Lake Worth,P0073,4,25,1
2025-09-30,Dania Beach,P0222,7,36,3
2025-09-30,Oakland Park,P0289,0,11,2
2026-01-31,Lake Worth,P0040,2,51,1
2026-04-30,Dania Beach,P0219,0,54,2
2026-04-30,Dania Beach,P0027,3,48,2
2026-01-31,Lake Worth,P0019,0,27,1
2026-06-30,Lake Worth,P0236,2,214,1
2026-02-28,Dania Beach,P0196,16,35,3
2025-10-31,Lake Worth,P0218,1,74,3
2025-11-30,Dania Beach,P0060,8,59,1
2026-02-28,Lake Worth,P0286,4,74,2
2026-05-31,Oakland Park,P0199,2,48,1
2025-10-31,Dania Beach,P0220,2,40,1
2026-05-31,Lake Worth,P0191,3,33,2
2026-04-30,Oakland Park,P0126,4,62,1
2026-04-30,Lake Worth,P0286,9,69,2
2026-06-30,Oakland Park,P0191,0,7,1
2026-03-31,Lake Worth,P0226,3,260,2
